Field ID,Year,Date,Month,Grower,State,Weather Station,City,Field,Latitude,Longitude,Centroid Lat,Centroid Long,Area_Acres,Perimeter,Variety,Susceptibility to R6 Strains,Susceptibility to non-R6 Strains,Rows,Hill,w/PM,Mildew Incidence,Flag shoots,Flag shoot incidence,Type of Pruning (initial),2014 Pruning Quality Initial Rating,Pruning Quality (Initial),Type of Pruning (Final),Pruning Quality Final,Monthly Sprays,Total Powdery Mildew Sprays,Date of First Spray,Initial Strain,Basal Foliage Removal,Raters,Notes (initial),Noted (Final),Avg WS N,Percent N Hr,Avg WS NNE,Percent NNE Hr,Avg WS NE,Percent NE Hr,Avg WS ENE,Percent ENE Hr,Avg WS E,Percent E Hr,Avg WS ESE,Percent ESE Hr,Avg WS SE,Percent SE Hr,Avg WS SSE,Percent SSE Hr,Avg WS S,Percent S Hr,Avg WS SSW,Percent SSW Hr,Avg WS SW ,Percent SW Hr,Avg WS WSW,Percent WSW Hr,Avg WS W,Percent W Hr,Avg WS WNW,Percent WNW Hr,Avg WS NW,Percent NW Hr,Avg WS NNW,Percent NNW Hr
3,2014,6/9/2014,June,Annen,Oregon,Silverton,Silverton,Chinook-15," 45° 2'20.37""N","122°46'41.16""W",45.0405,-122.7778,5.9,2658.1,Chinook,4,4,"5,12",100,0,0,0,0,Chemical,Moderate,3,Chemical,3,2,5,6/8/2014,non-R6,1,DHG/MT/KK,,,10.15740741,13.54166667,10.2755102,10.20833333,5.888888889,1.875,1.133333333,0.625,2.7,0.625,0,0,0,0,0.8,0.208333333,16.5,0.416666667,14.3915493,14.79166667,11,21.875,9.294444444,7.5,9.917647059,10.625,8.4,5.208333333,4.842307692,5.416666667,8.726470588,7.083333333
3,2014,7/7/2014,July,Annen,Oregon,Silverton,Silverton,Chinook-15," 45° 2'20.37""N","122°46'41.16""W",45.0405,-122.7778,5.9,2658.1,Chinook,4,4,7,100,2,0.02,0,0,Chemical,Moderate,3,Chemical,3,1,5,6/8/2014,non-R6,1,MT/SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2014,4/7/2014,April,Annen,Oregon,Silverton,Silverton,Columbia 10," 45° 2'11.56""N","122°46'41.15""W",45.0377,-122.7779,3.1,2012.9,Columbia,2,2,"1,4",100,0,0,0,0,Chemical,Poor,4,Chemical,4,0,5,6/8/2014,non-R6,1,DHG,,,11.8254902,10.22880215,8.114634146,5.518169583,8.292592593,3.633916555,11.42727273,1.480484522,9.257142857,1.884253028,12.68823529,2.288021534,8.65,0.269179004,3.466666667,0.403768506,11.37380952,5.652759085,17.29765258,28.66756393,15.51261261,14.93943472,12.63452381,11.30551817,10.63333333,5.652759085,6.905263158,2.557200538,11.2,1.34589502,6.448387097,4.172274563
4,2014,5/8/2014,May,Annen,Oregon,Silverton,Silverton,Columbia 10," 45° 2'11.56""N","122°46'41.15""W",45.0377,-122.7779,3.1,2012.9,Columbia,2,2,4,100,0,0,0,0,Chemical,Poor,4,Chemical,4,1,5,6/8/2014,non-R6,1,DHG/MT,,,13.77090909,17.99217731,11.348,19.55671447,9.323684211,4.954367666,8.314285714,0.912646675,5.9,0.651890482,4.375,0.521512386,1.7,0.260756193,3.7,0.651890482,15.06428571,1.825293351,13.78369565,11.99478488,11.79864865,9.64797914,10.36440678,7.692307692,6.488,6.518904824,5.911111111,4.693611473,6.206451613,4.041720991,8.95483871,8.083441982
4,2014,6/9/2014,June,Annen,Oregon,Silverton,Silverton,Columbia 10," 45° 2'11.56""N","122°46'41.15""W",45.0377,-122.7779,3.1,2012.9,Columbia,2,2,5,100,5,0.05,0,0,Chemical,Poor,4,Chemical,4,2,5,6/8/2014,non-R6,1,DHG/MT/KK,,,9.715909091,11.45833333,11.24,11.45833333,6.0625,1.666666667,3.733333333,0.625,0,0,1.55,0.416666667,0,0,1.233333333,0.625,10.9625,3.333333333,13.63636364,16.04166667,10.4173913,19.16666667,10.18292683,8.541666667,9.801923077,10.83333333,9.292857143,2.916666667,5.814285714,5.833333333,7.488235294,7.083333333
4,2014,7/7/2014,July,Annen,Oregon,Silverton,Silverton,Columbia 10," 45° 2'11.56""N","122°46'41.15""W",45.0377,-122.7779,3.1,2012.9,Columbia,2,2,"3,9",100,10,0.1,0,0,Chemical,Poor,4,Chemical,4,1,5,6/8/2014,non-R6,1,DHG/KK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2014,4/7/2014,April,Annen,Oregon,Silverton,Silverton,Fuggle -31," 45° 2'24.89""N","122°46'34.18""W",45.0412,-122.7753,7.3,2268.4,Fuggle ,1,1,"8,19",100,0,0,0,0,Chemical,Moderate,3,Chemical,3,0,5,6/8/2014,.,1,DHG,,,11.8254902,10.22880215,8.114634146,5.518169583,8.292592593,3.633916555,11.42727273,1.480484522,9.257142857,1.884253028,12.68823529,2.288021534,8.65,0.269179004,3.466666667,0.403768506,11.37380952,5.652759085,17.29765258,28.66756393,15.51261261,14.93943472,12.63452381,11.30551817,10.63333333,5.652759085,6.905263158,2.557200538,11.2,1.34589502,6.448387097,4.172274563
5,2014,5/8/2014,May,Annen,Oregon,Silverton,Silverton,Fuggle -31," 45° 2'24.89""N","122°46'34.18""W",45.0412,-122.7753,7.3,2268.4,Fuggle ,1,1,"2,25",100,0,0,0,0,Chemical,Moderate,3,Chemical,3,1,5,6/8/2014,.,1,DHG/MT,,,13.77090909,17.99217731,11.348,19.55671447,9.323684211,4.954367666,8.314285714,0.912646675,5.9,0.651890482,4.375,0.521512386,1.7,0.260756193,3.7,0.651890482,15.06428571,1.825293351,13.78369565,11.99478488,11.79864865,9.64797914,10.36440678,7.692307692,6.488,6.518904824,5.911111111,4.693611473,6.206451613,4.041720991,8.95483871,8.083441982
5,2014,6/9/2014,June,Annen,Oregon,Silverton,Silverton,Fuggle -31," 45° 2'24.89""N","122°46'34.18""W",45.0412,-122.7753,7.3,2268.4,Fuggle ,1,1,"8,28",100,0,0,0,0,Chemical,Moderate,3,Chemical,3,2,5,6/8/2014,.,1,DHG/MT/KK,,,9.715909091,11.45833333,11.24,11.45833333,6.0625,1.666666667,3.733333333,0.625,0,0,1.55,0.416666667,0,0,1.233333333,0.625,10.9625,3.333333333,13.63636364,16.04166667,10.4173913,19.16666667,10.18292683,8.541666667,9.801923077,10.83333333,9.292857143,2.916666667,5.814285714,5.833333333,7.488235294,7.083333333
5,2014,7/7/2014,July,Annen,Oregon,Silverton,Silverton,Fuggle -31," 45° 2'24.89""N","122°46'34.18""W",45.0412,-122.7753,7.3,2268.4,Fuggle ,1,1,"7,21",100,0,0,0,0,Chemical,Moderate,3,Chemical,3,1,5,6/8/2014,.,1,MT/SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2014,4/7/2014,April,Annen,Oregon,Silverton,Silverton,Fuggle- 45 rows," 45° 2'19.20""N","122°46'59.03""W",45.0403,-122.7818,19.2,3771.6,Fuggle,1,1,"7,25",100,0,0,0,0,Chemical,Moderate,3,Chemical,3,0,5,6/8/2014,.,1,MT,,,10.9515625,11.97846568,8.9625,6.460296097,10.05,2.153432032,10.10625,2.153432032,11.10833333,1.615074024,10.8,0.807537012,17.35,0.269179004,4.7,0.269179004,12.46666667,4.037685061,14.84024896,32.43606999,14.64117647,13.72812921,12.96567164,9.017496635,10.51086957,6.191117093,11.79230769,3.499327052,5.988888889,2.422611036,7.059090909,2.960969044
6,2014,5/8/2014,May,Annen,Oregon,Silverton,Silverton,Fuggle- 45 rows," 45° 2'19.20""N","122°46'59.03""W",45.0403,-122.7818,19.2,3771.6,Fuggle,1,1,"3,23",100,0,0,0,0,Chemical,Moderate,3,Chemical,3,1,5,6/8/2014,.,1,DHG/MT,,,12.6943038,24.25032595,11.33461538,20.33898305,12.18888889,3.520208605,14.76666667,0.391134289,13.7,0.521512386,11.25,0.260756193,0,0,7,0.260756193,14.78888889,2.346805737,12.89883721,11.2125163,13.16206897,7.561929596,9.343283582,8.735332464,6.543589744,5.084745763,7.122580645,4.041720991,6.333333333,4.693611473,7.792307692,6.779661017
6,2014,6/9/2014,June,Annen,Oregon,Silverton,Silverton,Fuggle- 45 rows," 45° 2'19.20""N","122°46'59.03""W",45.0403,-122.7818,19.2,3771.6,Fuggle,1,1,"29,40",100,0,0,0,0,Chemical,Moderate,3,Chemical,3,2,5,6/8/2014,.,1,DHG/MT/KK,,,10.28269231,13.125,11.22040816,10.20833333,3.866666667,1.25,5.95,0.833333333,6.266666667,0.625,5.1,0.416666667,13.6,0.208333333,2.6,0.833333333,12.88181818,2.291666667,12.91954023,18.125,11.00126582,16.45833333,8.478125,6.666666667,10.80816327,10.20833333,8.308,5.208333333,7.768181818,4.583333333,8.18372093,8.958333333
6,2014,7/7/2014,July,Annen,Oregon,Silverton,Silverton,Fuggle- 45 rows," 45° 2'19.20""N","122°46'59.03""W",45.0403,-122.7818,19.2,3771.6,Fuggle,1,1,"23,38",100,0,0,0,0,Chemical,Moderate,3,Chemical,3,1,5,6/8/2014,.,1,DHG/KK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2014,4/7/2014,April,Annen,Oregon,Silverton,Silverton,Golding 18," 45° 2'11.72""N","122°46'38.96""W",45.0377,-122.7771,5.1,2201.7,Golding,4,4,"6,13",100,0,0,0,0,Chemical,Poor,4,Chemical,4,0,5,6/8/2014,.,1,DHG,Early/Poor,,10.76222222,9.421265141,9.02,4.037685061,8.418518519,3.633916555,9.55,1.615074024,9.566666667,2.01884253,12.46842105,2.557200538,5.7,0.538358008,3.757142857,0.942126514,11.875,9.152086137,19.41703297,24.49528937,15.6,16.01615074,13.07674419,11.57469717,10.24634146,5.518169583,7.153333333,2.01884253,11.70909091,1.480484522,7.951351351,4.979811575
7,2014,5/8/2014,May,Annen,Oregon,Silverton,Silverton,Golding 18," 45° 2'11.72""N","122°46'38.96""W",45.0377,-122.7771,5.1,2201.7,Golding,4,4,"6,16",100,0,0,0,0,Chemical,Poor,4,Chemical,4,1,5,6/8/2014,.,1,DHG/MT,,,12.66565657,16.55801825,11.59103448,18.90482399,9.45,4.954367666,8.553846154,1.694915254,6.828571429,1.825293351,7.5,0.260756193,0,0,2.966666667,0.391134289,14.24230769,3.389830508,13.99294118,11.0821382,12.14027778,9.387222947,10.25757576,8.604954368,6.701851852,7.04041721,8.148,3.259452412,4.755882353,4.43285528,8.19047619,8.213820078
7,2014,6/9/2014,June,Annen,Oregon,Silverton,Silverton,Golding 18," 45° 2'11.72""N","122°46'38.96""W",45.0377,-122.7771,5.1,2201.7,Golding,4,4,"8,13",100,1,0.01,0,0,Chemical,Poor,4,Chemical,4,2,5,6/8/2014,.,1,DHG/MT/KK,,,8.579166667,12.29166667,11.52542373,12.29166667,6.472727273,2.291666667,4.15,0.416666667,3.066666667,0.625,1.55,0.416666667,1.15,0.416666667,1.225,0.833333333,10.84444444,3.75,13.85333333,15.625,11.79090909,18.33333333,11.29444444,7.5,9.867241379,12.08333333,6.913333333,3.125,6.633333333,4.375,7.603703704,5.625
7,2014,7/7/2014,July,Annen,Oregon,Silverton,Silverton,Golding 18," 45° 2'11.72""N","122°46'38.96""W",45.0377,-122.7771,5.1,2201.7,Golding,4,4,"5,11",100,2,0.02,0,0,Chemical,Poor,4,Chemical,4,1,5,6/8/2014,.,1,DHG/KK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2014,4/7/2014,April,Annen,Oregon,Silverton,Silverton,Hopera- Fuggle 3," 45° 4'35.14""N","122°46'1.21""W",.,.,1.4,2682.3,Fuggle,1,1,2,50,0,0,0,0,Chemical,Excellent,5,Chemical,5,0,5,6/8/2014,.,1,MT, will look at all 50 in one row,,11.25223881,12.65646732,9.881578947,5.28511822,10.73571429,1.947148818,13.05333333,4.172461752,4.571428571,0.973574409,7.725,0.556328234,4.2,0.278164117,4.75,0.278164117,10.57894737,2.64255911,14.54298643,30.73713491,14.72608696,15.99443672,14.4137931,8.066759388,11.7,5.424200278,13.10689655,4.033379694,7.5,2.781641168,7.013333333,4.172461752
8,2014,5/7/2014,May,Annen,Oregon,Silverton,Silverton,Hopera- Fuggle 3," 45° 4'35.14""N","122°46'1.21""W",.,.,1.4,2682.3,Fuggle,1,1,.,.,.,.,.,.,Chemical,Excellent,5,Chemical,5,1,5,6/8/2014,.,1,MT/SW,Rated with Hopera-Fuggle 49,,12.54444444,26.42225032,10.8875969,16.30847029,12.24516129,3.91908976,9.814285714,0.884955752,12.3,0.379266751,0,0,0,0,0,0,13.18,1.264222503,12.1125,12.13653603,12.12857143,7.96460177,11.51323529,8.596713021,7.158536585,5.183312263,7.183870968,3.91908976,5.030434783,2.907711757,8.70875,10.11378003
8,2014,6/9/2014,June,Annen,Oregon,Silverton,Silverton,Hopera- Fuggle 3," 45° 4'35.14""N","122°46'1.21""W",.,.,1.4,2682.3,Fuggle,1,1,.,.,.,.,.,.,Chemical,Excellent,5,Chemical,5,2,5,6/8/2014,.,1,.,.,.,10.75714286,16.875,9.943396226,11.04166667,1.3,0.416666667,3.2,0.208333333,4.6,0.208333333,0,0,2.6,0.208333333,1.6,0.208333333,12.7,1.875,12.66060606,13.75,11.86582278,16.45833333,9.28,10.41666667,11.77708333,10,9.614814815,5.625,7.282142857,5.833333333,8.393939394,6.875
8,2014,7/8/2014,July,Annen,Oregon,Silverton,Silverton,Hopera- Fuggle 3," 45° 4'35.14""N","122°46'1.21""W",.,.,1.4,2682.3,Fuggle,1,1,.,.,.,.,.,.,Chemical,Excellent,5,Chemical,5,1,5,6/8/2014,.,1,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2014,4/7/2014,April,Annen,Oregon,Silverton,Silverton,Hopera- Fuggle 49," 45° 4'35.14""N","122°46'1.21""W",45.0775,-122.7656,13.9,3191.5,Fuggle,1,1,"12,22",100,0,0,0,0,Chemical,Moderate-Excellent,2,Chemical,2,0,5,6/8/2014,non-R6,1,MT,,,11.25373134,12.65646732,9.884210526,5.28511822,10.73571429,1.947148818,13.05333333,4.172461752,4.571428571,0.973574409,7.725,0.556328234,4.2,0.278164117,4.75,0.278164117,10.57894737,2.64255911,14.54208145,30.73713491,14.72608696,15.99443672,14.41206897,8.066759388,11.7,5.424200278,13.10689655,4.033379694,7.5,2.781641168,7.013333333,4.172461752
9,2014,5/7/2014,May,Annen,Oregon,Silverton,Silverton,Hopera- Fuggle 49," 45° 4'35.14""N","122°46'1.21""W",45.0775,-122.7656,13.9,3191.5,Fuggle,1,1,.,100,0,0,0,0,Chemical,Moderate-Excellent,2,Chemical,2,1,5,6/8/2014,non-R6,1,MT/SW,,,12.76580311,27.2392638,10.89851852,16.56441718,12.24516129,3.803680982,9.814285714,0.858895706,12.3,0.36809816,0,0,0,0,0,0,13.18,1.226993865,12.1125,11.7791411,12.12857143,7.73006135,11.51176471,8.343558282,7.158536585,5.030674847,7.183870968,3.803680982,5.026086957,2.82208589,9.111764706,10.42944785
9,2014,6/10/2014,June,Annen,Oregon,Silverton,Silverton,Hopera- Fuggle 49," 45° 4'35.14""N","122°46'1.21""W",45.0775,-122.7656,13.9,3191.5,Fuggle,1,1,"26,10",100,0,0,0,0,Chemical,Moderate-Excellent,2,Chemical,2,2,5,6/8/2014,non-R6,1,MT/CM,,,9.6,14.9122807,9.793617021,10.30701754,1.3,0.438596491,3.2,0.219298246,4.6,0.219298246,0,0,2.6,0.219298246,1.6,0.219298246,12.7,1.973684211,12.66060606,14.47368421,11.86582278,17.3245614,9.28,10.96491228,11.77708333,10.52631579,9.614814815,5.921052632,7.282142857,6.140350877,7.114285714,6.140350877
9,2014,7/8/2014,July,Annen,Oregon,Silverton,Silverton,Hopera- Fuggle 49," 45° 4'35.14""N","122°46'1.21""W",45.0775,-122.7656,13.9,3191.5,Fuggle,1,1,"12,24",100,16,0.16,0,0,Chemical,Moderate-Excellent,2,Chemical,2,1,5,6/8/2014,non-R6,1,MT/SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2014,4/7/2014,April,Annen,Oregon,Silverton,Silverton,Hopera German Hallertau-24," 45° 4'55.93""N","122°45'43.55""W",45.0839,-122.7614,9.5,3551,Hallertau,2,2,"8,17",100,0,0,0,0,Chemical,Excellent,5,Chemical,5,0,5,6/8/2014,non-R6,1,DHG,,,11.25373134,12.65646732,9.884210526,5.28511822,10.73571429,1.947148818,13.05333333,4.172461752,4.571428571,0.973574409,7.725,0.556328234,4.2,0.278164117,4.75,0.278164117,10.57894737,2.64255911,14.54208145,30.73713491,14.72608696,15.99443672,14.41206897,8.066759388,11.7,5.424200278,13.10689655,4.033379694,7.5,2.781641168,7.013333333,4.172461752
10,2014,5/7/2014,May,Annen,Oregon,Silverton,Silverton,Hopera German Hallertau-24," 45° 4'55.93""N","122°45'43.55""W",45.0839,-122.7614,9.5,3551,Hallertau,2,2,"6,21",100,1,0.01,0,0,Chemical,Excellent,5,Chemical,5,1,5,6/8/2014,non-R6,1,MT/SW,,,12.76580311,27.2392638,10.89925926,16.56441718,12.24516129,3.803680982,9.814285714,0.858895706,12.3,0.36809816,0,0,0,0,0,0,13.18,1.226993865,12.1125,11.7791411,12.12857143,7.73006135,11.51176471,8.343558282,7.158536585,5.030674847,7.183870968,3.803680982,5.026086957,2.82208589,9.111764706,10.42944785
10,2014,6/10/2014,June,Annen,Oregon,Silverton,Silverton,Hopera German Hallertau-24," 45° 4'55.93""N","122°45'43.55""W",45.0839,-122.7614,9.5,3551,Hallertau,2,2,"7,20",100,10,0.1,0,0,Chemical,Excellent,5,Chemical,5,2,5,6/8/2014,non-R6,1,DHG/KK,,,9.6,14.9122807,9.793617021,10.30701754,1.3,0.438596491,3.2,0.219298246,4.6,0.219298246,0,0,2.6,0.219298246,1.6,0.219298246,12.7,1.973684211,12.66060606,14.47368421,11.86582278,17.3245614,9.28,10.96491228,11.77708333,10.52631579,9.614814815,5.921052632,7.282142857,6.140350877,7.114285714,6.140350877
10,2014,7/8/2014,July,Annen,Oregon,Silverton,Silverton,Hopera German Hallertau-24," 45° 4'55.93""N","122°45'43.55""W",45.0839,-122.7614,9.5,3551,Hallertau,2,2,"5,15",100,7,0.07,0,0,Chemical,Excellent,5,Chemical,5,1,5,6/8/2014,non-R6,1,DHG/KK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2014,4/7/2014,April,Annen,Oregon,Silverton,Silverton,Hopera- Hallertau-10," 45° 4'43.78""N","122°46'8.48""W",45.079,-122.7666,5,2928,Hallertau,2,2,"3,7",100,0,0,0,0,Chemical,Moderate,3,Chemical,3,0,5,6/8/2014,non-R6,1,MT,,,11.25223881,12.65646732,9.881578947,5.28511822,10.73571429,1.947148818,13.05333333,4.172461752,4.571428571,0.973574409,7.725,0.556328234,4.2,0.278164117,4.75,0.278164117,10.57894737,2.64255911,14.54298643,30.73713491,14.72608696,15.99443672,14.4137931,8.066759388,11.7,5.424200278,13.10689655,4.033379694,7.5,2.781641168,7.013333333,4.172461752
11,2014,5/7/2014,May,Annen,Oregon,Silverton,Silverton,Hopera- Hallertau-10," 45° 4'43.78""N","122°46'8.48""W",45.079,-122.7666,5,2928,Hallertau,2,2,.,100,13,0.13,0,0,Chemical,Moderate,3,Chemical,3,1,5,6/8/2014,non-R6,1,MT/SW,,,12.54444444,26.42225032,10.8875969,16.30847029,12.24516129,3.91908976,9.814285714,0.884955752,12.3,0.379266751,0,0,0,0,0,0,13.18,1.264222503,12.1125,12.13653603,12.12857143,7.96460177,11.51323529,8.596713021,7.158536585,5.183312263,7.183870968,3.91908976,5.030434783,2.907711757,8.70875,10.11378003
11,2014,6/10/2014,June,Annen,Oregon,Silverton,Silverton,Hopera- Hallertau-10," 45° 4'43.78""N","122°46'8.48""W",45.079,-122.7666,5,2928,Hallertau,2,2,5,100,9,0.09,0,0,Chemical,Moderate,3,Chemical,3,2,5,6/8/2014,non-R6,1,MT/CM,,,10.75714286,16.875,9.943396226,11.04166667,1.3,0.416666667,3.2,0.208333333,4.6,0.208333333,0,0,2.6,0.208333333,1.6,0.208333333,12.7,1.875,12.66060606,13.75,11.86582278,16.45833333,9.28,10.41666667,11.77708333,10,9.614814815,5.625,7.282142857,5.833333333,8.393939394,6.875
11,2014,7/8/2014,July,Annen,Oregon,Silverton,Silverton,Hopera- Hallertau-10," 45° 4'43.78""N","122°46'8.48""W",45.079,-122.7666,5,2928,Hallertau,2,2,6,100,2,0.02,0,0,Chemical,Moderate,3,Chemical,3,1,5,6/8/2014,non-R6,1,MT/SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
